country,year,elect_vio,gdp_pc,wdi_pop,quota_ord,quota_bi,quota_place,quota_thresh,civil_lib,wom_married15,lag_ev
Libya,2019,0,10542.1492864798,6569088,3,1,1,50,0.236,NA,0
Libya,2019,0,10542.1492864798,6569088,3,1,1,50,0.236,NA,0
Tunisia,2019,0,3477.88377711232,12049314,3,1,1,50,0.854,NA,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Central African Republic,2019,1,NA,NA,0,0,NA,NA,0.404,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Benin,2019,0,1170.96553298099,12290444,0,0,NA,NA,0.898,NA,1
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Madagascar,2019,1,512.279659659088,27533134,0,0,NA,NA,0.635,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Sierra Leone,2019,1,506.606894364098,8046828,0,0,NA,NA,0.651,8.6,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Algeria,2019,0,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Tunisia,2019,1,3477.88377711232,12049314,3,1,1,50,0.854,NA,0
Senegal,2019,0,1462.35433280275,16000781,3,1,1,50,0.767,8.8,1
Sierra Leone,2019,1,506.606894364098,8046828,0,0,NA,NA,0.651,8.6,1
Sierra Leone,2019,1,506.606894364098,8046828,0,0,NA,NA,0.651,8.6,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Benin,2019,1,1170.96553298099,12290444,0,0,NA,NA,0.898,NA,0
Senegal,2019,1,1462.35433280275,16000781,3,1,1,50,0.767,8.8,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Benin,2019,1,1170.96553298099,12290444,0,0,NA,NA,0.898,NA,1
Benin,2019,1,1170.96553298099,12290444,0,0,NA,NA,0.898,NA,1
Benin,2019,1,1170.96553298099,12290444,0,0,NA,NA,0.898,NA,1
Benin,2019,1,1170.96553298099,12290444,0,0,NA,NA,0.898,NA,1
Benin,2019,1,1170.96553298099,12290444,0,0,NA,NA,0.898,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Sudan,2019,1,NA,NA,0,0,NA,NA,0.249,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Somalia,2019,0,405.786763279583,15981300,4,1,0,30,0.169,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Ghana,2019,0,2167.91158941087,31522290,0,0,NA,NA,0.852,NA,1
Libya,2019,0,10542.1492864798,6569088,3,1,1,50,0.236,NA,0
Nigeria,2019,1,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,1
Ghana,2019,1,2167.91158941087,31522290,0,0,NA,NA,0.852,NA,0
Ghana,2019,1,2167.91158941087,31522290,0,0,NA,NA,0.852,NA,1
Ghana,2019,1,2167.91158941087,31522290,0,0,NA,NA,0.852,NA,1
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Senegal,2019,0,1462.35433280275,16000781,3,1,1,50,0.767,8.8,1
Tunisia,2019,0,3477.88377711232,12049314,3,1,1,50,0.854,NA,1
Senegal,2019,1,1462.35433280275,16000781,3,1,1,50,0.767,8.8,0
Senegal,2019,0,1462.35433280275,16000781,3,1,1,50,0.767,8.8,1
Senegal,2019,0,1462.35433280275,16000781,3,1,1,50,0.767,8.8,0
Nigeria,2019,0,2204.18157415589,203304492,0,0,NA,NA,0.776,NA,0
Senegal,2019,0,1462.35433280275,16000781,3,1,1,50,0.767,8.8,0
Benin,2019,1,1170.96553298099,12290444,0,0,NA,NA,0.898,NA,1
Algeria,2019,1,4022.15018374716,42705368,3,1,0,31.7,0.713,0,0
Mauritania,2019,0,1839.964449578,4383849,4,1,1,40.1,0.459,NA,1
Tunisia,2019,0,3477.88377711232,12049314,3,1,1,50,0.854,NA,0
Guinea,2019,0,1043.8998820932,12877539,1,1,1,30,0.271,NA,1
Ivory Coast,2019,1,NA,NA,0,0,NA,NA,0.703,NA,0
Somalia,2018,0,379.986002695329,15411094,4,1,0,30,0.168,NA,0
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,0
Madagascar,2018,0,512.543984587107,26846541,0,0,NA,NA,0.675,12.7303914534157,1
Senegal,2018,0,1484.2396733777,15574909,3,1,1,50,0.791,7.8,0
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Ivory Coast,2018,1,NA,NA,0,0,NA,NA,0.703,NA,1
Egypt,2018,0,2407.08654343598,103740765,0,0,NA,NA,0.464,NA,1
Ivory Coast,2018,1,NA,NA,0,0,NA,NA,0.703,NA,1
Madagascar,2018,1,512.543984587107,26846541,0,0,NA,NA,0.675,12.7303914534157,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Ivory Coast,2018,0,NA,NA,0,0,NA,NA,0.703,NA,1
Egypt,2018,1,2407.08654343598,103740765,0,0,NA,NA,0.464,NA,0
Ivory Coast,2018,1,NA,NA,0,0,NA,NA,0.703,NA,0
Guinea-Bissau,2018,0,781.644309083979,1924955,0,0,NA,NA,0.704,NA,0
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Sierra Leone,2018,1,519.650015592018,7861281,0,0,NA,NA,0.69,NA,1
Algeria,2018,1,4171.79501086373,41927007,3,1,0,31.7,0.707,NA,1
Togo,2018,1,883.867832307256,8046679,1,1,0,50,0.771,NA,0
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,1
Togo,2018,1,883.867832307256,8046679,1,1,0,50,0.771,NA,1
Togo,2018,1,883.867832307256,8046679,1,1,0,50,0.771,NA,1
Togo,2018,1,883.867832307256,8046679,1,1,0,50,0.771,NA,1
Togo,2018,1,883.867832307256,8046679,1,1,0,50,0.771,NA,1
Togo,2018,1,883.867832307256,8046679,1,1,0,50,0.771,NA,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Zambia,2018,1,1475.20453821416,17835893,0,0,NA,NA,0.621,5.2,1
Togo,2018,1,883.867832307256,8046679,1,1,0,50,0.771,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Mozambique,2018,1,504.53588998541,29423878,0,0,NA,NA,0.578,NA,0
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Madagascar,2018,0,512.543984587107,26846541,0,0,NA,NA,0.675,12.7303914534157,1
Libya,2018,0,11838.0096159565,6477793,3,1,1,50,0.245,NA,0
Liberia,2018,1,700.037039377706,4889391,0,0,NA,NA,0.812,NA,1
Somalia,2018,0,379.986002695329,15411094,4,1,0,30,0.168,NA,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Somalia,2018,0,379.986002695329,15411094,4,1,0,30,0.168,NA,0
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Togo,2018,0,883.867832307256,8046679,1,1,0,50,0.771,NA,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,0
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Guinea,2018,1,944.417266210548,12554864,1,1,1,30,0.303,17,0
Guinea,2018,1,944.417266210548,12554864,1,1,1,30,0.303,17,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Guinea-Bissau,2018,0,781.644309083979,1924955,0,0,NA,NA,0.704,NA,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Guinea,2018,1,944.417266210548,12554864,1,1,1,30,0.303,17,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Ivory Coast,2018,1,NA,NA,0,0,NA,NA,0.703,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Ivory Coast,2018,1,NA,NA,0,0,NA,NA,0.703,NA,1
Ivory Coast,2018,1,NA,NA,0,0,NA,NA,0.703,NA,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Kenya,2018,0,1845.78294001398,49953304,4,1,1,15.1,0.591,NA,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Somalia,2018,0,379.986002695329,15411094,4,1,0,30,0.168,NA,1
Sierra Leone,2018,1,519.650015592018,7861281,0,0,NA,NA,0.69,NA,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Sierra Leone,2018,1,519.650015592018,7861281,0,0,NA,NA,0.69,NA,1
Sierra Leone,2018,1,519.650015592018,7861281,0,0,NA,NA,0.69,NA,1
Ivory Coast,2018,1,NA,NA,0,0,NA,NA,0.703,NA,1
Mozambique,2018,1,504.53588998541,29423878,0,0,NA,NA,0.578,NA,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Mozambique,2018,1,504.53588998541,29423878,0,0,NA,NA,0.578,NA,1
Mozambique,2018,1,504.53588998541,29423878,0,0,NA,NA,0.578,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Cameroon,2018,1,1594.05998970315,25076747,0,0,NA,NA,0.603,10.7,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Libya,2018,1,11838.0096159565,6477793,3,1,1,50,0.245,NA,0
South Africa,2018,0,7048.52221139611,57339635,0,0,NA,NA,0.782,NA,1
Mauritania,2018,0,1749.95423645373,4270712,4,1,1,40.1,0.433,NA,0
Senegal,2018,1,1484.2396733777,15574909,3,1,1,50,0.791,7.8,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Kenya,2018,1,1845.78294001398,49953304,4,1,1,15.1,0.591,NA,0
South Africa,2018,1,7048.52221139611,57339635,0,0,NA,NA,0.782,NA,0
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Mali,2018,0,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,0,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,0
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,0
Uganda,2018,0,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
Mauritania,2018,1,1749.95423645373,4270712,4,1,1,40.1,0.433,NA,0
Zimbabwe,2018,0,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,0,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,0
Zimbabwe,2018,0,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,0
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
South Africa,2018,1,7048.52221139611,57339635,0,0,NA,NA,0.782,NA,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Angola,2018,0,2487.50099555267,31273533,1,1,0,30,0.544,NA,0
Angola,2018,0,2487.50099555267,31273533,1,1,0,30,0.544,NA,0
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,0
Zambia,2018,1,1475.20453821416,17835893,0,0,NA,NA,0.621,5.2,1
Kenya,2018,1,1845.78294001398,49953304,4,1,1,15.1,0.591,NA,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,1
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,1
Uganda,2018,1,793.128081123392,41515395,4,1,0,27.4,0.609,NA,1
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
Mali,2018,0,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,1
South Africa,2018,1,7048.52221139611,57339635,0,0,NA,NA,0.782,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Burundi,2018,0,231.446476548394,11493472,4,1,1,30,0.202,NA,1
Somalia,2018,1,379.986002695329,15411094,4,1,0,30,0.168,NA,1
Zimbabwe,2018,0,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Mali,2018,1,856.356531797333,19934298,0,0,NA,NA,0.5,15.9,0
Malawi,2018,0,537.932204050438,18367883,0,0,NA,NA,0.789,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Burundi,2018,1,231.446476548394,11493472,4,1,1,30,0.202,NA,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zambia,2018,1,1475.20453821416,17835893,0,0,NA,NA,0.621,5.2,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,0,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Zimbabwe,2018,0,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,0
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,1,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Zimbabwe,2018,0,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,1
Zambia,2018,1,1475.20453821416,17835893,0,0,NA,NA,0.621,5.2,1
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Zimbabwe,2018,1,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,0
Nigeria,2018,0,2125.83428239448,198387623,0,0,NA,NA,0.776,15.7,0
Zimbabwe,2018,0,2269.17701232332,15052184,4,1,0,22.2,0.695,NA,1
